time,x,y,theta,mode,status
0.025107145309448242,-1.5000000000000027,0.10000000549773147,-1.231701176392256e-15,1,running
0.03214859962463379,-1.5000000000000027,0.100000005497736,-1.4783062714657839e-15,1,running
0.07002472877502441,-1.5000000000000029,0.10000000549773988,-1.2322142059770784e-15,1,running
0.07255220413208008,-1.500000000000003,0.10000000549774338,-1.2323911321388365e-15,1,running
0.07956743240356445,-1.500000000000003,0.10000000549774647,-1.4799071551481961e-15,1,running
0.0833122730255127,-1.5000000000000033,0.1000000054977495,-9.889637502551743e-16,1,running
0.08552765846252441,-1.5000000000000036,0.1000000054977521,-1.2346576816990295e-15,1,running
0.08661961555480957,-1.5000000000000038,0.10000000549775481,-1.2340810413396453e-15,1,running
0.09171533584594727,-1.500000000000004,0.10000000549775707,-1.2328891618453969e-15,1,running
0.09319448471069336,-1.5000000000000042,0.10000000549775924,-1.4787793867528168e-15,1,running
0.09401249885559082,-1.5000000000000044,0.10000000549776136,-1.2341289962314967e-15,1,running
0.09477376937866211,-1.5000000000000047,0.10000000549776308,-1.4802020574846017e-15,1,running
0.09575533866882324,-1.5000000000000049,0.10000000549776482,-1.480438362080314e-15,1,running
0.09660553932189941,-1.500000000000005,0.10000000549776646,-1.4807539404763936e-15,1,running
0.09787559509277344,-1.5000000000000053,0.10000000549776775,-1.2355796057881518e-15,1,running
0.10715246200561523,-1.5000000000000056,0.10000000549776877,-1.2355480080234353e-15,1,running
0.10778665542602539,-1.5000000000000058,0.10000000549776991,-9.908674429527943e-16,1,running
0.10832476615905762,-1.500000000000006,0.10000000549777066,-9.910272367396331e-16,1,running
0.10950636863708496,-1.5000000000000062,0.1000000054977712,-9.915721441345347e-16,1,running
0.11015939712524414,-1.5000000000000062,0.1000000054977717,-1.2367926673906825e-15,1,running
0.11083292961120605,-1.5000000000000064,0.10000000549777208,-1.2356207781221204e-15,1,running
0.11214828491210938,-1.5000000000000064,0.10000000549777228,-1.2351985778817186e-15,1,running
0.11415529251098633,-1.5000000000000067,0.10000000549777234,-9.88521870196123e-16,1,running
0.11491250991821289,-1.5000000000000067,0.10000000549777206,-9.87303308785782e-16,1,running
0.11969947814941406,-1.5000000000000067,0.10000000549777185,-9.867990016090281e-16,1,running
0.12413597106933594,-1.5000000000000067,0.10000000549777142,-9.863823587950314e-16,1,running
0.12707996368408203,-1.5000000000000067,0.10000000549777119,-9.872188692212469e-16,1,running
0.13093161582946777,-1.5000000000000067,0.10000000549777076,-9.87780459247904e-16,1,running
0.13407373428344727,-1.5000000000000067,0.10000000549776997,-9.871779842350607e-16,1,running
0.14125680923461914,-1.5000000000000067,0.10000000549776934,-9.867649562846243e-16,1,running
0.15595579147338867,-1.5000000000000067,0.10000000549776895,-7.397783995841958e-16,1,running
0.16079068183898926,-1.5000000000000067,0.10000000549776869,-7.390020442410337e-16,1,running
0.16468000411987305,-1.5000000000000067,0.10000000549776837,-9.841207264659727e-16,1,running
0.16819477081298828,-1.5000000000000067,0.1000000054977681,-4.913705822932197e-16,1,running
0.1689002513885498,-1.5000000000000067,0.10000000549776783,-9.72259663391959e-16,1,running
0.1773233413696289,-1.5000000000000067,0.1000000054977677,-9.841977083165558e-16,1,running
0.18051552772521973,-1.5000000000000067,0.10000000549776747,-9.841977083165558e-16,1,running
0.1856517791748047,-1.5000000000000067,0.10000000549776729,-9.841977083165558e-16,1,running
0.18814945220947266,-1.5000000000000067,0.10000000549776715,-1.2302471353956445e-15,1,running
0.1898210048675537,-1.5000000000000067,0.10000000549776691,-1.2294802504164836e-15,1,running
0.19240880012512207,-1.5000000000000067,0.10000000549776676,-9.841977083165558e-16,1,running
0.19426465034484863,-1.5000000000000067,0.10000000549776658,-9.834215768180452e-16,1,running
0.19772839546203613,-1.5000000000000067,0.10000000549776641,-1.2302471353956445e-15,1,running
0.19904160499572754,-1.5000000000000067,0.10000000549776632,-9.383649855235585e-16,1,running
0.2029111385345459,-1.5000000000000067,0.10000000549776612,-9.841977083165558e-16,1,running
0.21609735488891602,-1.5000000000000067,0.10000000549776597,-1.2228319425501505e-15,1,running
0.21941685676574707,-1.5000000000000067,0.10000000549776585,-1.7040414088246942e-15,1,running
0.22179245948791504,-1.5000000000000067,0.10000000549776564,-1.7030657988405096e-15,1,running
0.2263813018798828,-1.5000000000000067,0.10000000549776558,-1.265429142318291e-15,1,running
0.22910666465759277,-1.5000000000000067,0.10000000549776557,-1.0184623938951095e-15,1,running
0.23010611534118652,-1.5000000000000067,0.1000000054977654,-1.018065191343472e-15,1,running
0.23129773139953613,-1.5000000000000067,0.10000000549776521,-1.0176337621218578e-15,1,running
0.23284673690795898,-1.5000000000000067,0.10000000549776521,-1.0175003602488444e-15,1,running
0.2374439239501953,-1.5000000000000067,0.10000000549776512,-1.0165280029182023e-15,1,running
0.24497342109680176,-1.5000000000000067,0.10000000549776511,-1.0063261587246987e-15,1,running
0.2551426887512207,-1.5000000000000067,0.10000000549776503,-1.0056313659065606e-15,1,running
0.25858259201049805,-1.5000000000000067,0.10000000549776496,-1.466963179259224e-15,1,running
0.26116180419921875,-1.5000000000000067,0.10000000549776501,-1.7132042522317943e-15,1,running
0.2652733325958252,-1.5000000000000067,0.1000000054977648,-1.4664026110074076e-15,1,running
0.2704901695251465,-1.5000000000000067,0.10000000549776476,-7.552891276462517e-16,1,running
0.28611016273498535,-1.5000000000000067,0.10000000549776465,-1.2331440638515524e-15,1,running
0.29000425338745117,-1.5000000000000067,0.10000000549776465,-1.2302471353956447e-15,1,running
0.29541921615600586,-1.5000000000000067,0.10000000549776449,-1.4762965624747334e-15,1,running
0.3012568950653076,-1.5000000000000067,0.10000000549776451,-1.217833088183134e-15,1,running
0.30733299255371094,-1.5000000000000067,0.10000000549776442,-9.716682696241003e-16,1,running
0.311398983001709,-1.5000000000000067,0.10000000549776436,-1.4762965624747334e-15,1,running
0.31599950790405273,-1.5000000000000067,0.10000000549776421,-1.4762965624747334e-15,1,running
0.3174567222595215,-1.5000000000000067,0.10000000549776418,-1.2025849944683795e-15,1,running
0.31957292556762695,-1.5000000000000067,0.1000000054977641,-1.202439791120415e-15,1,running
0.32185816764831543,-1.5000000000000067,0.10000000549776403,-1.2302471353956447e-15,1,running
0.3239269256591797,-1.5000000000000067,0.10000000549776397,-1.2302471353956447e-15,1,running
0.3260681629180908,-1.5000000000000067,0.10000000549776379,-1.4731993154001695e-15,1,running
0.32741403579711914,-1.5000000000000067,0.10000000549776382,-1.4744486142724476e-15,1,running
0.3284885883331299,-1.5000000000000067,0.10000000549776378,-1.2302471353956447e-15,1,running
0.3296825885772705,-1.5000000000000067,0.10000000549776376,-9.84197708316556e-16,1,running
0.33882713317871094,-1.5000000000000067,0.10000000549776358,-1.2350526877169235e-15,1,running
0.3406789302825928,-1.5000000000000067,0.10000000549776358,-1.771430470320842e-15,1,running
0.3433797359466553,-1.5000000000000067,0.10000000549776353,-1.4762965624747334e-15,1,running
0.34541893005371094,-1.5000000000000067,0.10000000549776347,-1.4762965624747334e-15,1,running
0.34781837463378906,-1.5000000000000067,0.10000000549776343,-1.7508189797169665e-15,1,running
0.34955334663391113,-1.5000000000000067,0.1000000054977634,-1.4748145289521556e-15,1,running
0.35219478607177734,-1.5000000000000067,0.1000000054977633,-1.4762965624747334e-15,1,running
0.35500407218933105,-1.5000000000000067,0.10000000549776333,-1.4762965624747334e-15,1,running
0.35871100425720215,-1.5000000000000067,0.10000000549776332,-1.4762965624747334e-15,1,running
0.36065077781677246,-1.5000000000000067,0.10000000549776326,-1.722345989553822e-15,1,running
0.3625829219818115,-1.5000000000000067,0.10000000549776324,-1.722345989553822e-15,1,running
0.3641684055328369,-1.5000000000000067,0.10000000549776322,-1.722345989553822e-15,1,running
0.36663818359375,-1.5000000000000067,0.10000000549776314,-1.4310368579011076e-15,1,running
0.3687477111816406,-1.5000000000000067,0.10000000549776315,-1.4762965624747334e-15,1,running
0.3700239658355713,-1.5000000000000067,0.10000000549776317,-1.2310728796506324e-15,1,running
0.3796255588531494,-1.5000000000000067,0.10000000549776317,-1.2311796083640893e-15,1,running
0.38273191452026367,-1.5000000000000067,0.10000000549776317,-1.2302471353956445e-15,1,running
0.383497953414917,-1.5000000000000067,0.1000000054977631,-1.7469164810673464e-15,1,running
0.3841681480407715,-1.5000000000000067,0.10000000549776303,-1.4715562302747674e-15,1,running
0.384779691696167,-1.5000000000000067,0.10000000549776294,-1.7223459895538219e-15,1,running
0.3850996494293213,-1.5000000000000067,0.10000000549776293,-1.7223459895538219e-15,1,running
0.38541078567504883,-1.5000000000000064,0.10000000549776282,-1.4762965624747332e-15,1,running
0.3858370780944824,-1.5000000000000064,0.10000000549776278,-1.4761045921315332e-15,1,running
0.3869624137878418,-1.5000000000000064,0.10000000549776271,-1.722345989553822e-15,1,running
0.38740992546081543,-1.5000000000000064,0.10000000549776276,-9.845993513735958e-16,1,running
0.3932504653930664,-1.5000000000000064,0.10000000549776279,-1.4806500620266465e-15,1,running
0.3952949047088623,-1.5000000000000064,0.10000000549776279,-1.4762965624747334e-15,1,running
0.3961524963378906,-1.5000000000000064,0.10000000549776276,-1.4762965624747334e-15,1,running
0.3967099189758301,-1.5000000000000064,0.10000000549776276,-1.4762965624747334e-15,1,running
0.3972659111022949,-1.5000000000000064,0.10000000549776274,-1.4762965624747334e-15,1,running
0.40576648712158203,-1.5000000000000064,0.10000000549776264,-1.7224461400900535e-15,1,running
0.40613555908203125,-1.5000000000000064,0.10000000549776265,-1.225513391355759e-15,1,running
0.40647435188293457,-1.5000000000000064,0.10000000549776272,-1.2302471353956445e-15,1,running
0.40675926208496094,-1.5000000000000064,0.1000000054977627,-1.2302471353956445e-15,1,running
0.4071969985961914,-1.5000000000000064,0.1000000054977627,-9.529785743201772e-16,1,running
0.40773606300354004,-1.5000000000000064,0.10000000549776271,-4.442184075790688e-16,1,running
0.40825986862182617,-1.5000000000000064,0.10000000549776267,-7.277572316552603e-16,1,running
0.4085843563079834,-1.5000000000000064,0.10000000549776268,-7.381482812374672e-16,1,running
0.40918922424316406,-1.5000000000000064,0.10000000549776251,-1.0119426727226826e-15,1,running
0.4096405506134033,-1.5000000000000064,0.10000000549776246,-7.381482812374672e-16,1,running
0.40998101234436035,-1.5000000000000064,0.10000000549776239,-9.84197708316556e-16,1,running
0.4103262424468994,-1.5000000000000064,0.10000000549776242,-9.845323753063883e-16,1,running
0.41114258766174316,-1.5000000000000064,0.10000000549776245,-1.2302471353956449e-15,1,running
0.4114711284637451,-1.5000000000000064,0.10000000549776235,-9.484321581448637e-16,1,running
